TOUR ID,DELTA,
3,0.2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,108.78,57.016,0,13.681,53.831,124.46,112.85,244.23,0,1,2,0,1,0
,0.3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,108.78,57.016,0,13.681,53.831,124.46,112.85,244.23,0,1,2,0,1,0
5,0.2,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,115.18,114.83,0,270.79,24.218,387.97,141.05,1440,0,1,1,0,0,3
,0.3,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,115.18,114.83,0,270.79,24.218,387.97,141.05,1440,0,1,1,0,0,3
